Players;Values;POS;Team;ID;Num
Montader Madjed;0,25;Right Winger;Varbergs Bois;850132;19
Oskar Sverrisson;0,25;Left-Back;Varbergs Bois;222234;5
Albin Morfelt;0,25;Right Winger;Degerfors If;430826;18
Johan Bertilsson;0,25;Striker;Degerfors If;49133;9
Nikola Djurdjic;0,25;Centre-Forward;Degerfors If;46162;40
Sebastian Ring;0,25;Left-Back;Kalmar Ff;262709;-
Karl Larson;0,25;Right-Back;Ik Sirius;180354;3
Markus Bjorkqvist;0,25;Midfield;Malmo Ff;673068;34
Tom Strannegard;0,25;Midfield;Aik Solna;527343;32
Arian Kabashi;0,25;Centre-Forward;Helsingborgs If;388166;7
Justin Salmon;0,25;Central Midfield;Degerfors If;494060;22
Gideon Mensah;0,25;Centre-Back;Varbergs Bois;543496;15
Erick Brendon;0,225;Central Midfield;Ifk Varnamo;667053;10
Victor Larsson;0,225;Centre-Back;Ifk Varnamo;537221;5
Johan Arvidsson;0,225;Midfield;Kalmar Ff;430815;-
William Milovanovic;0,225;Defensive Midfield;Bk Hacken;615653;-
Johan Brattberg;0,225;Goalkeeper;Bk Hacken;261998;1
Hampus Zackrisson;0,225;Centre-Back;Varbergs Bois;217376;3
Robert Lundstrom;0,2;Right-Back;Gif Sundsvall;100984;15
Robin Simovic;0,2;Centre-Forward;Varbergs Bois;213851;9
Simon Karlsson Adjei;0,2;Centre-Forward;Varbergs Bois;205360;12
Haris Radetinac;0,2;Right Winger;Djurgardens If;47729;9
Albion Ademi;0,2;Left Winger;Djurgardens If;348643;11
Marcus Burman;0,2;Midfield;Gif Sundsvall;295804;16
Johan Bengtsson;0,2;Midfield;Gif Sundsvall;688016;25
Ronald Mukiibi;0,2;Centre-Back;Degerfors If;183607;3
Niklas Dahlstrom;0,2;Right-Back;Gif Sundsvall;785247;20
Rasmus Karjalainen;0,2;Centre-Forward;Helsingborgs If;273383;11
Enoch Kofi Adu;0,2;Defensive Midfield;Mjallby Aif;88239;8
Jasse Tuominen;0,2;Centre-Forward;Bk Hacken;274749;10
Herman Sjogrell;0,2;Right Winger;Ik Sirius;805152;16
Robin Tranberg;0,2;Central Midfield;Varbergs Bois;138426;7
Romario;0,2;Central Midfield;Kalmar Ff;118714;29
Jetmir Haliti;0,2;Centre-Back;Mjallby Aif;410840;5
Franklin Tebo Uchenna;0,2;Centre-Back;Bk Hacken;748795;-
Paulinho;0,2;Left Winger;Hammarby If;58475;9
David Lofquist;0,2;Midfield;Mjallby Aif;75884;12
Jesper Ceesay;0,2;Defensive Midfield;Aik Solna;577832;24
Thomas Rogne;0,2;Centre-Back;Helsingborgs If;62086;44
Romain Gall;0,2;Right Winger;Malmo Ff;242325;18
Mattias Bjarsmyr;0,2;Centre-Back;Ifk Goteborg;30386;30
Noah Alexandersson;0,2;Left Winger;Ifk Goteborg;504244;-
Moonga Simba;0,2;Right Winger;Ifk Varnamo;651376;24
Johan Karlsson;0,2;Right-Back;Ik Sirius;667869;27
Loue Bayere Junior;0,2;Centre-Forward;Hammarby If;678101;29
Charlie Vindehall;0,2;Central Midfield;Ifk Varnamo;299394;7
Andreas Murbeck;0,2;Centre-Back;Ik Sirius;352067;15
Ahmed Qasem;0,2;Right Winger;If Elfsborg Boras;833817;18
Ari Freyr Skulason;0,2;Midfield;Ifk Norrkoping;42948;18
Tommi Vaiho;0,2;Goalkeeper;Ik Sirius;41521;34
Lucas Lima;0,2;Centre-Forward;Ifk Norrkoping;527346;19
Filip Olsson;0,2;Central Midfield;Ik Sirius;639887;-
Bernardo Vilar;0,2;Centre-Back;Ifk Goteborg;745827;3
Budimir Janosevic;0,2;Goalkeeper;Aik Solna;46693;23
Assad Al Hamlawi;0,2;Centre-Forward;Helsingborgs If;518451;15
Johan Stenmark;0,2;Centre-Back;Kalmar Ff;377466;23
Adam Ingi Benediktsson;0,2;Goalkeeper;Ifk Goteborg;605659;-
Des Kunst;0,2;Left Winger;Varbergs Bois;450539;32
Benjamin Acquah;0,2;Central Midfield;Helsingborgs If;756096;27
Sumar Almadjed;0,2;Central Midfield;Helsingborgs If;640956;8
Jesper Merbom Adolfsson;0,175;Centre-Back;Mjallby Aif;298574;2
Paya Pichkah;0,175;Defensive Midfield;Gif Sundsvall;491946;14
Edvin Becirovic;0,175;Left Winger;Ifk Varnamo;725380;11
Papa Diouf;0,175;Centre-Forward;Kalmar Ff;150905;27
Christian Moses;0,175;Centre-Forward;Ifk Varnamo;404552;29
Adhavan Rajamohan;0,175;Right Winger;Degerfors If;220458;23
Jaheem Burke;0,175;Right Winger;Varbergs Bois;891756;33
Heradi Rashidi;0,175;Right Winger;Mjallby Aif;258972;24
Joseph Amoako;0,15;Left Winger;Helsingborgs If;952154;29
Amadou Doumbouya;0,15;Right Winger;Djurgardens If;1000815;25
Erik Friberg;0,15;Defensive Midfield;Bk Hacken;49144;8
Oscar Jonsson;0,15;Goalkeeper;Gif Sundsvall;308551;35
Herman Johansson;0,15;Right Winger;Mjallby Aif;744853;14
Nasiru Mohammed;0,15;Right Winger;Bk Hacken;239198;32
Viktor Lundberg;0,15;Centre-Forward;Helsingborgs If;75568;7
Jeff Gal;0,15;Goalkeeper;Degerfors If;553399;25
Andreas Landgren;0,15;Right-Back;Helsingborgs If;45887;6
Theodore Rask;0,15;Centre-Back;Ifk Norrkoping;502129;17
Samuel Adrian;0,15;Defensive Midfield;Malmo Ff;396295;35
Hannes Sveijer;0,15;Goalkeeper;Ik Sirius;665542;35
