team;league;league-id-tmarkt;league-instat;league-id-instat;teamid;url_sys
Coritiba Fc;Campeonato-Brasileiro-Serie-A;BRA1;Brazil.BrasileiroSerieA;42;776;https://www.transfermarkt.com/Coritiba Fc/spielplan/verein/776/saison_id/2021/plus/1#ES1
Red Bull Bragantino;Campeonato-Brasileiro-Serie-A;BRA1;Brazil.BrasileiroSerieA;42;8793;https://www.transfermarkt.com/Red Bull Bragantino/spielplan/verein/8793/saison_id/2021/plus/1#ES1
Fluminense Rio De Janeiro;Campeonato-Brasileiro-Serie-A;BRA1;Brazil.BrasileiroSerieA;42;2462;https://www.transfermarkt.com/Fluminense Rio De Janeiro/spielplan/verein/2462/saison_id/2021/plus/1#ES1
Flamengo Rio De Janeiro;Campeonato-Brasileiro-Serie-A;BRA1;Brazil.BrasileiroSerieA;42;614;https://www.transfermarkt.com/Flamengo Rio De Janeiro/spielplan/verein/614/saison_id/2021/plus/1#ES1
Goias Ec;Campeonato-Brasileiro-Serie-A;BRA1;Brazil.BrasileiroSerieA;42;3197;https://www.transfermarkt.com/Goias Ec/spielplan/verein/3197/saison_id/2021/plus/1#ES1
Fc Santos;Campeonato-Brasileiro-Serie-A;BRA1;Brazil.BrasileiroSerieA;42;221;https://www.transfermarkt.com/Fc Santos/spielplan/verein/221/saison_id/2021/plus/1#ES1
Botafogo Rio De Janeiro;Campeonato-Brasileiro-Serie-A;BRA1;Brazil.BrasileiroSerieA;42;537;https://www.transfermarkt.com/Botafogo Rio De Janeiro/spielplan/verein/537/saison_id/2021/plus/1#ES1
America Futebol Clube Mg ;Campeonato-Brasileiro-Serie-A;BRA1;Brazil.BrasileiroSerieA;42;2863;https://www.transfermarkt.com/America Futebol Clube Mg /spielplan/verein/2863/saison_id/2021/plus/1#ES1
Fc Sao Paulo;Campeonato-Brasileiro-Serie-A;BRA1;Brazil.BrasileiroSerieA;42;585;https://www.transfermarkt.com/Fc Sao Paulo/spielplan/verein/585/saison_id/2021/plus/1#ES1
Atletico Clube Goianiense;Campeonato-Brasileiro-Serie-A;BRA1;Brazil.BrasileiroSerieA;42;15172;https://www.transfermarkt.com/Atletico Clube Goianiense/spielplan/verein/15172/saison_id/2021/plus/1#ES1
Sc Internacional Porto Alegre;Campeonato-Brasileiro-Serie-A;BRA1;Brazil.BrasileiroSerieA;42;6600;https://www.transfermarkt.com/Sc Internacional Porto Alegre/spielplan/verein/6600/saison_id/2021/plus/1#ES1
Club Athletico Paranaense;Campeonato-Brasileiro-Serie-A;BRA1;Brazil.BrasileiroSerieA;42;679;https://www.transfermarkt.com/Club Athletico Paranaense/spielplan/verein/679/saison_id/2021/plus/1#ES1
Clube Atletico Mineiro;Campeonato-Brasileiro-Serie-A;BRA1;Brazil.BrasileiroSerieA;42;330;https://www.transfermarkt.com/Clube Atletico Mineiro/spielplan/verein/330/saison_id/2021/plus/1#ES1
Avai Fc Sc ;Campeonato-Brasileiro-Serie-A;BRA1;Brazil.BrasileiroSerieA;42;2035;https://www.transfermarkt.com/Avai Fc Sc /spielplan/verein/2035/saison_id/2021/plus/1#ES1
Fortaleza Esporte Clube;Campeonato-Brasileiro-Serie-A;BRA1;Brazil.BrasileiroSerieA;42;10870;https://www.transfermarkt.com/Fortaleza Esporte Clube/spielplan/verein/10870/saison_id/2021/plus/1#ES1
Corinthians;Campeonato-Brasileiro-Serie-A;BRA1;Brazil.BrasileiroSerieA;42;199;https://www.transfermarkt.com/Corinthians Sao Paulo/spielplan/verein/199/saison_id/2021/plus/1#ES1
Se Palmeiras Sao Paulo;Campeonato-Brasileiro-Serie-A;BRA1;Brazil.BrasileiroSerieA;42;1023;https://www.transfermarkt.com/Se Palmeiras Sao Paulo/spielplan/verein/1023/saison_id/2021/plus/1#ES1
Esporte Clube Juventude;Campeonato-Brasileiro-Serie-A;BRA1;Brazil.BrasileiroSerieA;42;10492;https://www.transfermarkt.com/Esporte Clube Juventude/spielplan/verein/10492/saison_id/2021/plus/1#ES1
Cuiaba Ec Mt ;Campeonato-Brasileiro-Serie-A;BRA1;Brazil.BrasileiroSerieA;42;28022;https://www.transfermarkt.com/Cuiaba Ec Mt /spielplan/verein/28022/saison_id/2021/plus/1#ES1
Hnk Gorica;Supersport-Hnl;KR1;Croatia.1.HNL;100;24575;https://www.transfermarkt.com/Hnk Gorica/spielplan/verein/24575/saison_id/2021/plus/1#ES1
Slaven Belupo Koprivnica;Supersport-Hnl;KR1;Croatia.1.HNL;100;2362;https://www.transfermarkt.com/Slaven Belupo Koprivnica/spielplan/verein/2362/saison_id/2021/plus/1#ES1
Nk Osijek;Supersport-Hnl;KR1;Croatia.1.HNL;100;327;https://www.transfermarkt.com/Nk Osijek/spielplan/verein/327/saison_id/2021/plus/1#ES1
Gnk Dinamo Zagreb;Supersport-Hnl;KR1;Croatia.1.HNL;100;419;https://www.transfermarkt.com/Gnk Dinamo Zagreb/spielplan/verein/419/saison_id/2021/plus/1#ES1
Hnk Rijeka;Supersport-Hnl;KR1;Croatia.1.HNL;100;144;https://www.transfermarkt.com/Hnk Rijeka/spielplan/verein/144/saison_id/2021/plus/1#ES1
Hnk Hajduk Split;Supersport-Hnl;KR1;Croatia.1.HNL;100;447;https://www.transfermarkt.com/Hnk Hajduk Split/spielplan/verein/447/saison_id/2021/plus/1#ES1
Nk Lokomotiva Zagreb;Supersport-Hnl;KR1;Croatia.1.HNL;100;11194;https://www.transfermarkt.com/Nk Lokomotiva Zagreb/spielplan/verein/11194/saison_id/2021/plus/1#ES1
Hnk Sibenik;Supersport-Hnl;KR1;Croatia.1.HNL;100;223;https://www.transfermarkt.com/Hnk Sibenik/spielplan/verein/223/saison_id/2021/plus/1#ES1
Nk Istra 1961;Supersport-Hnl;KR1;Croatia.1.HNL;100;999;https://www.transfermarkt.com/Nk Istra 1961/spielplan/verein/999/saison_id/2021/plus/1#ES1
Fortuna Dusseldorf;2-Bundesliga;L2;Germany.2.Bundesliga;72;38;https://www.transfermarkt.com/Fortuna Dusseldorf/spielplan/verein/38/saison_id/2021/plus/1#ES1
Sv Darmstadt 98;2-Bundesliga;L2;Germany.2.Bundesliga;72;105;https://www.transfermarkt.com/Sv Darmstadt 98/spielplan/verein/105/saison_id/2021/plus/1#ES1
Holstein Kiel;2-Bundesliga;L2;Germany.2.Bundesliga;72;269;https://www.transfermarkt.com/Holstein Kiel/spielplan/verein/269/saison_id/2021/plus/1#ES1
Hamburger Sv;2-Bundesliga;L2;Germany.2.Bundesliga;72;41;https://www.transfermarkt.com/Hamburger Sv/spielplan/verein/41/saison_id/2021/plus/1#ES1
Sv Sandhausen;2-Bundesliga;L2;Germany.2.Bundesliga;72;254;https://www.transfermarkt.com/Sv Sandhausen/spielplan/verein/254/saison_id/2021/plus/1#ES1
Fc Schalke 04;2-Bundesliga;L2;Germany.2.Bundesliga;72;33;https://www.transfermarkt.com/Fc Schalke 04/spielplan/verein/33/saison_id/2021/plus/1#ES1
Ssv Jahn Regensburg;2-Bundesliga;L2;Germany.2.Bundesliga;72;109;https://www.transfermarkt.com/Ssv Jahn Regensburg/spielplan/verein/109/saison_id/2021/plus/1#ES1
Fc St Pauli;2-Bundesliga;L2;Germany.2.Bundesliga;72;35;https://www.transfermarkt.com/Fc St Pauli/spielplan/verein/35/saison_id/2021/plus/1#ES1
1 Fc Nurnberg;2-Bundesliga;L2;Germany.2.Bundesliga;72;4;https://www.transfermarkt.com/1 Fc Nurnberg/spielplan/verein/4/saison_id/2021/plus/1#ES1
Fc Ingolstadt 04;2-Bundesliga;L2;Germany.2.Bundesliga;72;4795;https://www.transfermarkt.com/Fc Ingolstadt 04/spielplan/verein/4795/saison_id/2021/plus/1#ES1
Fc Hansa Rostock;2-Bundesliga;L2;Germany.2.Bundesliga;72;30;https://www.transfermarkt.com/Fc Hansa Rostock/spielplan/verein/30/saison_id/2021/plus/1#ES1
Sg Dynamo Dresden;2-Bundesliga;L2;Germany.2.Bundesliga;72;129;https://www.transfermarkt.com/Sg Dynamo Dresden/spielplan/verein/129/saison_id/2021/plus/1#ES1
Sv Werder Bremen;2-Bundesliga;L2;Germany.2.Bundesliga;72;86;https://www.transfermarkt.com/Sv Werder Bremen/spielplan/verein/86/saison_id/2021/plus/1#ES1
Karlsruher Sc;2-Bundesliga;L2;Germany.2.Bundesliga;72;48;https://www.transfermarkt.com/Karlsruher Sc/spielplan/verein/48/saison_id/2021/plus/1#ES1
1 Fc Heidenheim 1846;2-Bundesliga;L2;Germany.2.Bundesliga;72;2036;https://www.transfermarkt.com/1 Fc Heidenheim 1846/spielplan/verein/2036/saison_id/2021/plus/1#ES1
Sc Paderborn 07;2-Bundesliga;L2;Germany.2.Bundesliga;72;127;https://www.transfermarkt.com/Sc Paderborn 07/spielplan/verein/127/saison_id/2021/plus/1#ES1
Fc Erzgebirge Aue;2-Bundesliga;L2;Germany.2.Bundesliga;72;94;https://www.transfermarkt.com/Fc Erzgebirge Aue/spielplan/verein/94/saison_id/2021/plus/1#ES1
Hannover 96;2-Bundesliga;L2;Germany.2.Bundesliga;72;42;https://www.transfermarkt.com/Hannover 96/spielplan/verein/42/saison_id/2021/plus/1#ES1
Panetolikos Gfs;Super-League-1;GR1;Greece.SuperLeague;21;6418;https://www.transfermarkt.com/Panetolikos Gfs/spielplan/verein/6418/saison_id/2021/plus/1#ES1
Pas Lamia 1964;Super-League-1;GR1;Greece.SuperLeague;21;3999;https://www.transfermarkt.com/Pas Lamia 1964/spielplan/verein/3999/saison_id/2021/plus/1#ES1
Panathinaikos Athen;Super-League-1;GR1;Greece.SuperLeague;21;265;https://www.transfermarkt.com/Panathinaikos Athen/spielplan/verein/265/saison_id/2021/plus/1#ES1
Atromitos Athen;Super-League-1;GR1;Greece.SuperLeague;21;3060;https://www.transfermarkt.com/Atromitos Athen/spielplan/verein/3060/saison_id/2021/plus/1#ES1
Aek Athen;Super-League-1;GR1;Greece.SuperLeague;21;2441;https://www.transfermarkt.com/Aek Athen/spielplan/verein/2441/saison_id/2021/plus/1#ES1
Olympiakos Piraus;Super-League-1;GR1;Greece.SuperLeague;21;683;https://www.transfermarkt.com/Olympiakos Piraus/spielplan/verein/683/saison_id/2021/plus/1#ES1
Ofi Kreta;Super-League-1;GR1;Greece.SuperLeague;21;653;https://www.transfermarkt.com/Ofi Kreta/spielplan/verein/653/saison_id/2021/plus/1#ES1
Volos Nps;Super-League-1;GR1;Greece.SuperLeague;21;60949;https://www.transfermarkt.com/Volos Nps/spielplan/verein/60949/saison_id/2021/plus/1#ES1
Ionikos Nikeas;Super-League-1;GR1;Greece.SuperLeague;21;553;https://www.transfermarkt.com/Ionikos Nikeas/spielplan/verein/553/saison_id/2021/plus/1#ES1
Paok Thessaloniki;Super-League-1;GR1;Greece.SuperLeague;21;1091;https://www.transfermarkt.com/Paok Thessaloniki/spielplan/verein/1091/saison_id/2021/plus/1#ES1
Pas Giannina;Super-League-1;GR1;Greece.SuperLeague;21;2671;https://www.transfermarkt.com/Pas Giannina/spielplan/verein/2671/saison_id/2021/plus/1#ES1
Apollon Smyrnis;Super-League-1;GR1;Greece.SuperLeague;21;441;https://www.transfermarkt.com/Apollon Smyrnis/spielplan/verein/441/saison_id/2021/plus/1#ES1
Asteras Tripolis;Super-League-1;GR1;Greece.SuperLeague;21;6676;https://www.transfermarkt.com/Asteras Tripolis/spielplan/verein/6676/saison_id/2021/plus/1#ES1
Aris Thessaloniki;Super-League-1;GR1;Greece.SuperLeague;21;605;https://www.transfermarkt.com/Aris Thessaloniki/spielplan/verein/605/saison_id/2021/plus/1#ES1
Kisvarda Fc;Nemzeti-Bajnoksag;UNG1;Hungary.NBI;104;30613;https://www.transfermarkt.com/Kisvarda Fc/spielplan/verein/30613/saison_id/2021/plus/1#ES1
Debreceni Vsc;Nemzeti-Bajnoksag;UNG1;Hungary.NBI;104;84;https://www.transfermarkt.com/Debreceni Vsc/spielplan/verein/84/saison_id/2021/plus/1#ES1
Paksi Fc;Nemzeti-Bajnoksag;UNG1;Hungary.NBI;104;12163;https://www.transfermarkt.com/Paksi Fc/spielplan/verein/12163/saison_id/2021/plus/1#ES1
Ujpest Fc;Nemzeti-Bajnoksag;UNG1;Hungary.NBI;104;708;https://www.transfermarkt.com/Ujpest Fc/spielplan/verein/708/saison_id/2021/plus/1#ES1
Mol Fehervar Fc;Nemzeti-Bajnoksag;UNG1;Hungary.NBI;104;11107;https://www.transfermarkt.com/Mol Fehervar Fc/spielplan/verein/11107/saison_id/2021/plus/1#ES1
Zalaegerszegi Te Fc;Nemzeti-Bajnoksag;UNG1;Hungary.NBI;104;1391;https://www.transfermarkt.com/Zalaegerszegi Te Fc/spielplan/verein/1391/saison_id/2021/plus/1#ES1
Mez%C5%91Kovesd Zsory Fc;Nemzeti-Bajnoksag;UNG1;Hungary.NBI;104;24032;https://www.transfermarkt.com/Mez%C5%91Kovesd Zsory Fc/spielplan/verein/24032/saison_id/2021/plus/1#ES1
Puskas Akademia Fc;Nemzeti-Bajnoksag;UNG1;Hungary.NBI;104;37169;https://www.transfermarkt.com/Puskas Akademia Fc/spielplan/verein/37169/saison_id/2021/plus/1#ES1
Gyirmot Fc Gy%C5%91R;Nemzeti-Bajnoksag;UNG1;Hungary.NBI;104;22610;https://www.transfermarkt.com/Gyirmot Fc Gy%C5%91R/spielplan/verein/22610/saison_id/2021/plus/1#ES1
Ferencvaros Budapest;Nemzeti-Bajnoksag;UNG1;Hungary.NBI;104;279;https://www.transfermarkt.com/Ferencvaros Budapest/spielplan/verein/279/saison_id/2021/plus/1#ES1
Budapest Honved Fc;Nemzeti-Bajnoksag;UNG1;Hungary.NBI;104;709;https://www.transfermarkt.com/Budapest Honved Fc/spielplan/verein/709/saison_id/2021/plus/1#ES1
Mtk Budapest;Nemzeti-Bajnoksag;UNG1;Hungary.NBI;104;634;https://www.transfermarkt.com/Mtk Budapest/spielplan/verein/634/saison_id/2021/plus/1#ES1
Lr Vicenza Virtus;Serie-B;IT2;Italy.SerieB;80;2655;https://www.transfermarkt.com/Lr Vicenza Virtus/spielplan/verein/2655/saison_id/2021/plus/1#ES1
Ascoli Calcio;Serie-B;IT2;Italy.SerieB;80;408;https://www.transfermarkt.com/Ascoli Calcio/spielplan/verein/408/saison_id/2021/plus/1#ES1
Fc Crotone;Serie-B;IT2;Italy.SerieB;80;4083;https://www.transfermarkt.com/Fc Crotone/spielplan/verein/4083/saison_id/2021/plus/1#ES1
Ac Monza;Serie-B;IT2;Italy.SerieB;80;2919;https://www.transfermarkt.com/Ac Monza/spielplan/verein/2919/saison_id/2021/plus/1#ES1
Parma Calcio 1913;Serie-B;IT2;Italy.SerieB;80;130;https://www.transfermarkt.com/Parma Calcio 1913/spielplan/verein/130/saison_id/2021/plus/1#ES1
Pordenone Calcio;Serie-B;IT2;Italy.SerieB;80;21331;https://www.transfermarkt.com/Pordenone Calcio/spielplan/verein/21331/saison_id/2021/plus/1#ES1
Ternana Calcio;Serie-B;IT2;Italy.SerieB;80;1103;https://www.transfermarkt.com/Ternana Calcio/spielplan/verein/1103/saison_id/2021/plus/1#ES1
Cosenza Calcio;Serie-B;IT2;Italy.SerieB;80;4031;https://www.transfermarkt.com/Cosenza Calcio/spielplan/verein/4031/saison_id/2021/plus/1#ES1
Us Lecce;Serie-B;IT2;Italy.SerieB;80;1005;https://www.transfermarkt.com/Us Lecce/spielplan/verein/1005/saison_id/2021/plus/1#ES1
Ac Perugia Calcio;Serie-B;IT2;Italy.SerieB;80;839;https://www.transfermarkt.com/Ac Perugia Calcio/spielplan/verein/839/saison_id/2021/plus/1#ES1
Reggina 1914;Serie-B;IT2;Italy.SerieB;80;1386;https://www.transfermarkt.com/Reggina 1914/spielplan/verein/1386/saison_id/2021/plus/1#ES1
As Cittadella;Serie-B;IT2;Italy.SerieB;80;4084;https://www.transfermarkt.com/As Cittadella/spielplan/verein/4084/saison_id/2021/plus/1#ES1
Ac Pisa 1909;Serie-B;IT2;Italy.SerieB;80;4172;https://www.transfermarkt.com/Ac Pisa 1909/spielplan/verein/4172/saison_id/2021/plus/1#ES1
Us Cremonese;Serie-B;IT2;Italy.SerieB;80;2239;https://www.transfermarkt.com/Us Cremonese/spielplan/verein/2239/saison_id/2021/plus/1#ES1
Benevento Calcio;Serie-B;IT2;Italy.SerieB;80;4171;https://www.transfermarkt.com/Benevento Calcio/spielplan/verein/4171/saison_id/2021/plus/1#ES1
Spal;Serie-B;IT2;Italy.SerieB;80;2722;https://www.transfermarkt.com/Spal/spielplan/verein/2722/saison_id/2021/plus/1#ES1
Frosinone Calcio;Serie-B;IT2;Italy.SerieB;80;8970;https://www.transfermarkt.com/Frosinone Calcio/spielplan/verein/8970/saison_id/2021/plus/1#ES1
Brescia Calcio;Serie-B;IT2;Italy.SerieB;80;19;https://www.transfermarkt.com/Brescia Calcio/spielplan/verein/19/saison_id/2021/plus/1#ES1
Us Alessandria Calcio 1912;Serie-B;IT2;Italy.SerieB;80;2721;https://www.transfermarkt.com/Us Alessandria Calcio 1912/spielplan/verein/2721/saison_id/2021/plus/1#ES1
Como 1907;Serie-B;IT2;Italy.SerieB;80;1047;https://www.transfermarkt.com/Como 1907/spielplan/verein/1047/saison_id/2021/plus/1#ES1
Viking Stavanger;Eliteserien;NO1;Norway.Eliteserien;86;239;https://www.transfermarkt.com/Viking Stavanger/spielplan/verein/239/saison_id/2021/plus/1#ES1
Lillestrom Sk;Eliteserien;NO1;Norway.Eliteserien;86;353;https://www.transfermarkt.com/Lillestrom Sk/spielplan/verein/353/saison_id/2021/plus/1#ES1
Kristiansund Bk;Eliteserien;NO1;Norway.Eliteserien;86;21101;https://www.transfermarkt.com/Kristiansund Bk/spielplan/verein/21101/saison_id/2021/plus/1#ES1
Fk Jerv;Eliteserien;NO1;Norway.Eliteserien;86;36224;https://www.transfermarkt.com/Fk Jerv/spielplan/verein/36224/saison_id/2021/plus/1#ES1
Odds Bk;Eliteserien;NO1;Norway.Eliteserien;86;1058;https://www.transfermarkt.com/Odds Bk/spielplan/verein/1058/saison_id/2021/plus/1#ES1
Fk Haugesund;Eliteserien;NO1;Norway.Eliteserien;86;2761;https://www.transfermarkt.com/Fk Haugesund/spielplan/verein/2761/saison_id/2021/plus/1#ES1
Tromso Il;Eliteserien;NO1;Norway.Eliteserien;86;1293;https://www.transfermarkt.com/Tromso Il/spielplan/verein/1293/saison_id/2021/plus/1#ES1
Sarpsborg 08 Ff;Eliteserien;NO1;Norway.Eliteserien;86;10217;https://www.transfermarkt.com/Sarpsborg 08 Ff/spielplan/verein/10217/saison_id/2021/plus/1#ES1
Rosenborg Bk;Eliteserien;NO1;Norway.Eliteserien;86;195;https://www.transfermarkt.com/Rosenborg Bk/spielplan/verein/195/saison_id/2021/plus/1#ES1
Molde Fk;Eliteserien;NO1;Norway.Eliteserien;86;687;https://www.transfermarkt.com/Molde Fk/spielplan/verein/687/saison_id/2021/plus/1#ES1
Stromsgodset If;Eliteserien;NO1;Norway.Eliteserien;86;2817;https://www.transfermarkt.com/Stromsgodset If/spielplan/verein/2817/saison_id/2021/plus/1#ES1
Valerenga Fotball;Eliteserien;NO1;Norway.Eliteserien;86;76;https://www.transfermarkt.com/Valerenga Fotball/spielplan/verein/76/saison_id/2021/plus/1#ES1
Aalesunds Fk;Eliteserien;NO1;Norway.Eliteserien;86;5619;https://www.transfermarkt.com/Aalesunds Fk/spielplan/verein/5619/saison_id/2021/plus/1#ES1
Fk Bodo Glimt;Eliteserien;NO1;Norway.Eliteserien;86;501;https://www.transfermarkt.com/Fk Bodo Glimt/spielplan/verein/501/saison_id/2021/plus/1#ES1
Hamarkameratene;Eliteserien;NO1;Norway.Eliteserien;86;4309;https://www.transfermarkt.com/Hamarkameratene/spielplan/verein/4309/saison_id/2021/plus/1#ES1
Sandefjord Fotball;Eliteserien;NO1;Norway.Eliteserien;86;6399;https://www.transfermarkt.com/Sandefjord Fotball/spielplan/verein/6399/saison_id/2021/plus/1#ES1
Sepsi Osk Sf Gheorghe;Superliga;RO1;Romania.Superliga;30;54585;https://www.transfermarkt.com/Sepsi Osk Sf Gheorghe/spielplan/verein/54585/saison_id/2021/plus/1#ES1
Cfr Cluj;Superliga;RO1;Romania.Superliga;30;7769;https://www.transfermarkt.com/Cfr Cluj/spielplan/verein/7769/saison_id/2021/plus/1#ES1
Fc Rapid 1923;Superliga;RO1;Romania.Superliga;30;455;https://www.transfermarkt.com/Fc Rapid 1923/spielplan/verein/455/saison_id/2021/plus/1#ES1
Fc Voluntari;Superliga;RO1;Romania.Superliga;30;40843;https://www.transfermarkt.com/Fc Voluntari/spielplan/verein/40843/saison_id/2021/plus/1#ES1
Afc Chindia Targoviste;Superliga;RO1;Romania.Superliga;30;12680;https://www.transfermarkt.com/Afc Chindia Targoviste/spielplan/verein/12680/saison_id/2021/plus/1#ES1
Academica Clinceni;Superliga;RO1;Romania.Superliga;30;21475;https://www.transfermarkt.com/Academica Clinceni/spielplan/verein/21475/saison_id/2021/plus/1#ES1
Cs Mioveni;Superliga;RO1;Romania.Superliga;30;11390;https://www.transfermarkt.com/Cs Mioveni/spielplan/verein/11390/saison_id/2021/plus/1#ES1
Fc Botosani;Superliga;RO1;Romania.Superliga;30;8818;https://www.transfermarkt.com/Fc Botosani/spielplan/verein/8818/saison_id/2021/plus/1#ES1
Fc Viitorul Constan%C8%9Ba;Superliga;RO1;Romania.Superliga;30;29831;https://www.transfermarkt.com/Fc Viitorul Constan%C8%9Ba/spielplan/verein/29831/saison_id/2021/plus/1#ES1
Fcsb;Superliga;RO1;Romania.Superliga;30;301;https://www.transfermarkt.com/Fcsb/spielplan/verein/301/saison_id/2021/plus/1#ES1
Uta Arad;Superliga;RO1;Romania.Superliga;30;952;https://www.transfermarkt.com/Uta Arad/spielplan/verein/952/saison_id/2021/plus/1#ES1
Universitatea Craiova;Superliga;RO1;Romania.Superliga;30;40812;https://www.transfermarkt.com/Universitatea Craiova/spielplan/verein/40812/saison_id/2021/plus/1#ES1
Acsc Fc Arges;Superliga;RO1;Romania.Superliga;30;41278;https://www.transfermarkt.com/Acsc Fc Arges/spielplan/verein/41278/saison_id/2021/plus/1#ES1
Fc U Craiova 1948;Superliga;RO1;Romania.Superliga;30;1007;https://www.transfermarkt.com/Fc U Craiova 1948/spielplan/verein/1007/saison_id/2021/plus/1#ES1
Fc Dinamo;Superliga;RO1;Romania.Superliga;30;312;https://www.transfermarkt.com/Fc Dinamo/spielplan/verein/312/saison_id/2021/plus/1#ES1
Gaz Metan;Superliga;RO1;Romania.Superliga;30;8104;https://www.transfermarkt.com/Gaz Metan Media%C8%99/spielplan/verein/8104/saison_id/2021/plus/1#ES1
Dundee Fc;Scottish-Premiership;SC1;Scotland.PremierLeague;103;511;https://www.transfermarkt.com/Dundee Fc/spielplan/verein/511/saison_id/2021/plus/1#ES1
Hibernian Fc;Scottish-Premiership;SC1;Scotland.PremierLeague;103;903;https://www.transfermarkt.com/Hibernian Fc/spielplan/verein/903/saison_id/2021/plus/1#ES1
St Johnstone Fc;Scottish-Premiership;SC1;Scotland.PremierLeague;103;2578;https://www.transfermarkt.com/St Johnstone Fc/spielplan/verein/2578/saison_id/2021/plus/1#ES1
Livingston Fc;Scottish-Premiership;SC1;Scotland.PremierLeague;103;1241;https://www.transfermarkt.com/Livingston Fc/spielplan/verein/1241/saison_id/2021/plus/1#ES1
Hearts;Scottish-Premiership;SC1;Scotland.PremierLeague;103;43;https://www.transfermarkt.com/Heart Of Midlothian Fc/spielplan/verein/43/saison_id/2021/plus/1#ES1
Celtic Glasgow;Scottish-Premiership;SC1;Scotland.PremierLeague;103;371;https://www.transfermarkt.com/Celtic Glasgow/spielplan/verein/371/saison_id/2021/plus/1#ES1
Glasgow Rangers;Scottish-Premiership;SC1;Scotland.PremierLeague;103;124;https://www.transfermarkt.com/Glasgow Rangers/spielplan/verein/124/saison_id/2021/plus/1#ES1
Dundee United Fc;Scottish-Premiership;SC1;Scotland.PremierLeague;103;1519;https://www.transfermarkt.com/Dundee United Fc/spielplan/verein/1519/saison_id/2021/plus/1#ES1
St Mirren Fc;Scottish-Premiership;SC1;Scotland.PremierLeague;103;465;https://www.transfermarkt.com/St Mirren Fc/spielplan/verein/465/saison_id/2021/plus/1#ES1
Aberdeen Fc;Scottish-Premiership;SC1;Scotland.PremierLeague;103;370;https://www.transfermarkt.com/Aberdeen Fc/spielplan/verein/370/saison_id/2021/plus/1#ES1
Motherwell Fc;Scottish-Premiership;SC1;Scotland.PremierLeague;103;987;https://www.transfermarkt.com/Motherwell Fc/spielplan/verein/987/saison_id/2021/plus/1#ES1
Ross County Fc;Scottish-Premiership;SC1;Scotland.PremierLeague;103;2759;https://www.transfermarkt.com/Ross County Fc/spielplan/verein/2759/saison_id/2021/plus/1#ES1
Malmo Ff;Allsvenskan;SE1;Sweden.Allsvenskan;52;496;https://www.transfermarkt.com/Malmo Ff/spielplan/verein/496/saison_id/2021/plus/1#ES1
Varbergs Bois;Allsvenskan;SE1;Sweden.Allsvenskan;52;10507;https://www.transfermarkt.com/Varbergs Bois/spielplan/verein/10507/saison_id/2021/plus/1#ES1
Hammarby If;Allsvenskan;SE1;Sweden.Allsvenskan;52;1059;https://www.transfermarkt.com/Hammarby If/spielplan/verein/1059/saison_id/2021/plus/1#ES1
Ik Sirius;Allsvenskan;SE1;Sweden.Allsvenskan;52;7945;https://www.transfermarkt.com/Ik Sirius/spielplan/verein/7945/saison_id/2021/plus/1#ES1
Gif Sundsvall;Allsvenskan;SE1;Sweden.Allsvenskan;52;2843;https://www.transfermarkt.com/Gif Sundsvall/spielplan/verein/2843/saison_id/2021/plus/1#ES1
Degerfors If;Allsvenskan;SE1;Sweden.Allsvenskan;52;3641;https://www.transfermarkt.com/Degerfors If/spielplan/verein/3641/saison_id/2021/plus/1#ES1
Djurgardens If;Allsvenskan;SE1;Sweden.Allsvenskan;52;1044;https://www.transfermarkt.com/Djurgardens If/spielplan/verein/1044/saison_id/2021/plus/1#ES1
Helsingborgs If;Allsvenskan;SE1;Sweden.Allsvenskan;52;699;https://www.transfermarkt.com/Helsingborgs If/spielplan/verein/699/saison_id/2021/plus/1#ES1
Mjallby Aif;Allsvenskan;SE1;Sweden.Allsvenskan;52;2719;https://www.transfermarkt.com/Mjallby Aif/spielplan/verein/2719/saison_id/2021/plus/1#ES1
Bk Hacken;Allsvenskan;SE1;Sweden.Allsvenskan;52;1109;https://www.transfermarkt.com/Bk Hacken/spielplan/verein/1109/saison_id/2021/plus/1#ES1
If Elfsborg Boras;Allsvenskan;SE1;Sweden.Allsvenskan;52;1101;https://www.transfermarkt.com/If Elfsborg Boras/spielplan/verein/1101/saison_id/2021/plus/1#ES1
Ifk Norrkoping;Allsvenskan;SE1;Sweden.Allsvenskan;52;2844;https://www.transfermarkt.com/Ifk Norrkoping/spielplan/verein/2844/saison_id/2021/plus/1#ES1
Kalmar Ff;Allsvenskan;SE1;Sweden.Allsvenskan;52;3654;https://www.transfermarkt.com/Kalmar Ff/spielplan/verein/3654/saison_id/2021/plus/1#ES1
Ifk Goteborg;Allsvenskan;SE1;Sweden.Allsvenskan;52;801;https://www.transfermarkt.com/Ifk Goteborg/spielplan/verein/801/saison_id/2021/plus/1#ES1
Ifk Varnamo;Allsvenskan;SE1;Sweden.Allsvenskan;52;3622;https://www.transfermarkt.com/Ifk Varnamo/spielplan/verein/3622/saison_id/2021/plus/1#ES1
Aik Solna;Allsvenskan;SE1;Sweden.Allsvenskan;52;272;https://www.transfermarkt.com/Aik Solna/spielplan/verein/272/saison_id/2021/plus/1#ES1
Fc St Gallen 1879;Super-League;C1;Switzerland.CreditSuisseSuperLeague;78;257;https://www.transfermarkt.com/Fc St Gallen 1879/spielplan/verein/257/saison_id/2021/plus/1#ES1
